geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,1988,Crop sown area,Soybeans,8120,1000 hectares
China,1988,Crop sown area,Sugar beets,744.933333333333,1000 hectares
China,1988,Crop sown area,Sugar cane,923.666666666667,1000 hectares
China,1988,Crop sown area,Sunflowerseed,829.8,1000 hectares
China,1988,Crop sown area,Tea,1055.93333333333,1000 hectares
China,1988,Crop sown area,Tobacco,1554.66666666667,1000 hectares
China,1988,Crop sown area,Total sown area,144866,1000 hectares
China,1988,Crop sown area,Tubers,9070,1000 hectares
China,1988,Crop sown area,Vegetables,6031.93333333333,1000 hectares
China,1988,Crop sown area,Wheat ,28793,1000 hectares
China,1988,Government expenditures on agriculture,Ag production & operating expenses,15.874,Billion yuan
China,1988,Government expenditures on agriculture,Capital construction,3.967,Billion yuan
China,1988,Government expenditures on agriculture,Rural relief funds,1.327,Billion yuan
China,1988,Government expenditures on agriculture,Science & technology promotion & trials,0.239,Billion yuan
China,1988,Government expenditures on agriculture,Total government expenditures for agriculture,21.407,Billion yuan
China,1988,Industrial output of selected products,Beer,656,10000 Kiloliters
China,1988,Industrial output of selected products,Canned food,2209,1000 tons
China,1988,Industrial output of selected products,Chemical fertilizers,17402,1000 tons
China,1988,Industrial output of selected products,Chemical fibers,1301.2,1000 tons
China,1988,Industrial output of selected products,Chemical pesticides,179,1000 tons
China,1988,Industrial output of selected products,Cigarettes,30960,1000 cases
China,1988,Industrial output of selected products,Cloth,18790,Million meters
China,1988,Industrial output of selected products,Cotton cloth,11870,Million meters
China,1988,Industrial output of selected products,Edible vegetable oils,4800,1000 tons
China,1988,Industrial output of selected products,Electricity,545.2,Billion kwh
China,1988,Industrial output of selected products,Household refrigerators,7576.3,1000 units
China,1988,Industrial output of selected products,Knitting wool,225,1000 tons
China,1988,Industrial output of selected products,Machine-made paper & paperboard ,12700,1000 tons
China,1988,Industrial output of selected products,Nitrogen fertilizer,13653,1000 tons
China,1988,Industrial output of selected products,Phosphate fertilizer,3692,1000 tons
China,1988,Industrial output of selected products,Silk,51,1000 tons
China,1988,Industrial output of selected products,Sugar,4610,1000 tons
China,1988,Industrial output of selected products,Woolen piece goods,286.1,Million meters
China,1988,Industrial output of selected products,Yarn,4657.3,1000 tons
China,1988,Livestock inventories,Buffalo,21067,1000
China,1988,Livestock inventories,Camels,472,1000
China,1988,Livestock inventories,Cattle & buffalo,97948,1000
China,1988,Livestock inventories,Dairy cattle,2222,1000
China,1988,Livestock inventories,Donkeys,11052,1000
China,1988,Livestock inventories,Hogs,342218,1000
China,1988,Livestock inventories,Horses,10540,1000
China,1988,Livestock inventories,Large animals,125378,1000
China,1988,Livestock inventories,Mules,5366,1000
China,1988,Livestock inventories,Sheep & goats,201527,1000
China,1988,Livestock inventories,Yellow cattle,74659,1000
China,1988,Livestock products,Aquatic products,10609,1000 tons
China,1988,Livestock products,Beef ,958,1000 tons
China,1988,Livestock products,Cow milk,3660,1000 tons
China,1988,Livestock products,Eggs,6955,1000 tons
China,1988,Livestock products,Meat,21936,1000 tons
China,1988,Livestock products,Mutton,802,1000 tons
China,1988,Livestock products,Other milk,529,1000 tons
China,1988,Livestock products,Pork ,20176,1000 tons
China,1988,Livestock products,Poultry,2744,1000 tons
China,1988,Macroeconomic data,Exchange rate,3.7221,Yuan per US$
China,1988,Macroeconomic data,"Exports: Edible oils, fats & waxes",74,Million U.S. dollars
China,1988,Macroeconomic data,Exports: Food & live animals used for food,5890,Million U.S. dollars
China,1988,Macroeconomic data,Exports: Tobacco & beverages,235,Million U.S. dollars
China,1988,Macroeconomic data,GDP per capita,1365.505933,Yuan
China,1988,Macroeconomic data,GDP: Primary industry,386.5362169,Billion yuan
China,1988,Macroeconomic data,Gross domestic product,1504.282301,Billion yuan
China,1988,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",586.527,Billion yuan
China,1988,Macroeconomic data,Gross output value: Animal husbandry,1600.61,100 mil. yuan
China,1988,Macroeconomic data,Gross output value: Crops,3666.89,100 mil. yuan
China,1988,Macroeconomic data,Gross output value: Fisheries,322.47,100 mil. yuan
China,1988,Macroeconomic data,Gross output value: Forestry,275.3,100 mil. yuan
China,1988,Macroeconomic data,"Imports: Edible oils, fats & waxes",369,Million U.S. dollars
China,1988,Macroeconomic data,Imports: Food & live animals used for food,3476,Million U.S. dollars
China,1988,Macroeconomic data,Imports: Tobacco & beverages,346,Million U.S. dollars
China,1988,Macroeconomic data,Population,111026,10000
China,1988,Macroeconomic data,Rural employment,40067,10000
China,1988,Macroeconomic data,"Rural employment in farming, forestry, fisheries",31455.7,10000
China,1988,Macroeconomic data,Rural population,82365,10000
China,1988,Macroeconomic data,Total employment,54334,10000
China,1988,Macroeconomic data,Total exports (million),47520,Million U.S. dollars
China,1988,Macroeconomic data,Total imports (million),55270,Million U.S. dollars
China,1988,Macroeconomic data,Total wages (100 million yuan),2316.2,100 mil. yuan
China,1988,Macroeconomic data,Urban population,28661,10000
China,1988,Price indexes,Ag input purchase price index,116.2,Previous year=100
China,1988,Price indexes,Ag input: Chemical fertilizer,118.6,Previous year=100
China,1988,Price indexes,Ag input: Farm machinery,109.7,Previous year=100
China,1988,Price indexes,Ag input: Oil for fam machinery,107.3,Previous year=100
China,1988,Price indexes,Ag input: Pesticides,131.6,Previous year=100
China,1988,Price indexes,Ag input: Small farm tools,109.5,Previous year=100
China,1988,Price indexes,Ag product farm price: Corn,104.7,Previous year=100
China,1988,Price indexes,Ag product farm price: Cotton,108.6,Previous year=100
China,1988,Price indexes,Ag product farm price: Eggs,118.7,Previous year=100
China,1988,Price indexes,Ag product farm price: Livestock & poultry,140.2,Previous year=100
China,1988,Price indexes,Ag product farm price: Oilseeds,119.7,Previous year=100
China,1988,Price indexes,Ag product farm price: Pigs,150.6,Previous year=100
China,1988,Price indexes,Ag product farm price: Rice paddy,119.8,Previous year=100
China,1988,Price indexes,Ag product farm price: Soybean,109.1,Previous year=100
China,1988,Price indexes,Ag product farm price: Sugar,116.1,Previous year=100
China,1988,Price indexes,Ag product farm price: Vegetables,130.9,Previous year=100
China,1988,Price indexes,Ag product farm price: Wheat,115.2,Previous year=100
China,1988,Price indexes,Ag product purchase price index,123,Previous year=100
China,1988,Price indexes,Consumer price index,118.8,Previous year=100
China,1988,Price indexes,CPI: Alcohol beverages,113,Previous year=100
China,1988,Price indexes,CPI: Edible oils,120.6,Previous year=100
China,1988,Price indexes,CPI: Fish & shrimp,131.1,Previous year=100
China,1988,Price indexes,CPI: Food,107.3,Previous year=100
China,1988,Price indexes,CPI: Grain,107.3,Previous year=100
China,1988,Price indexes,CPI: Meat,136.8,Previous year=100
China,1988,Price indexes,CPI: Tobacco,113,Previous year=100
China,1988,Price indexes,CPI-vegetables,131.7,Previous year=100
China,1988,Price indexes,Retail price index,118.5,Previous year=100
China,1988,Price indexes,Rural CPI,117.5,Previous year=100
China,1988,Price indexes,Urban CPI,120.7,Previous year=100
China,1988,Rural per capita consumption,Alcoholic beverages,5.93,Kilograms
China,1988,Rural per capita consumption,Aquatic products,1.91,Kilograms
China,1988,Rural per capita consumption,Edible oils,4.76,Kilograms
China,1988,Rural per capita consumption,Fine grains (wheat & rice),211,Kilograms
China,1988,Rural per capita consumption,Fresh eggs,2.28,Kilograms
China,1988,Rural per capita consumption,Fruits ,5.03,Kilograms
China,1988,Rural per capita consumption,Grain ,259.51,Kilograms
China,1988,Rural per capita consumption,Per capita food expenditures,254.6,Yuan
China,1988,Rural per capita consumption,Per capita living expenditures,476.7,Yuan
China,1988,Rural per capita consumption,Per capita net income,544.9,Yuan
China,1988,Rural per capita consumption,"Pork, beef & mutton",10.71,Kilograms
China,1988,Rural per capita consumption,Poultry,1.25,Kilograms
China,1988,Rural per capita consumption,Sugar,1.41,Kilograms
China,1988,Rural per capita consumption,Vegetables,130,Kilograms
China,1988,Urban per capita consumption,Alcoholic beverages,9.45,Kilograms
China,1988,Urban per capita consumption,Aquatic products,7.07,Kilograms
China,1988,Urban per capita consumption,Beef & mutton,2.81,Kilograms
China,1988,Urban per capita consumption,Cigarettes,36.86,Boxes
China,1988,Urban per capita consumption,Edible vegetable oils,6.69,Kilograms
China,1988,Urban per capita consumption,Fresh eggs,6.87,Kilograms
China,1988,Urban per capita consumption,Grain,137.17,Kilograms
China,1988,Urban per capita consumption,Milk,4.13,Kilograms
China,1988,Urban per capita consumption,Per capita disposable income,1181.4,Yuan
China,1988,Urban per capita consumption,Per capita food expenditures,567,Yuan
China,1988,Urban per capita consumption,Per capita living expenditures,1104,Yuan
China,1988,Urban per capita consumption,Pork,16.94,Kilograms
China,1988,Urban per capita consumption,Poultry,4,Kilograms
China,1988,Urban per capita consumption,Sugar,2.58,Kilograms
China,1988,Urban per capita consumption,Vegetables,147.02,Kilograms
China,1987,Agricultural inputs,Ag employment (primary industry),316.63,million
China,1987,Agricultural inputs,Compound fertilizer,2087,1000 tons
China,1987,Agricultural inputs,Cultivated land area,95888,1000 hectares
China,1987,Agricultural inputs,Irrigated area,44403,1000 hectares
China,1987,Agricultural inputs,Irrigated area by mech/elec pump,24825,1000 hectares
China,1987,Agricultural inputs,Nitrogenous fertilizer,13268,1000 tons
China,1987,Agricultural inputs,Phosphate fertilizer,3719,1000 tons
China,1987,Agricultural inputs,Potash fertilizer,919,1000 tons
China,1987,Agricultural inputs,Rural electricity consumption,65.88,Billion kwh
China,1987,Agricultural inputs,Total fertilizer consumption,19993,1000 tons
China,1987,Agricultural inputs,Total power of ag machinery,24836,10000 kw
China,1987,Animals slaughtered,Cattle,7403,1000
China,1987,Animals slaughtered,Hogs,261770,1000
China,1987,Animals slaughtered,Sheep & goats,60529,1000
China,1987,Crop production,Apples,4264,1000 tons
China,1987,Crop production,Bananas,2030,1000 tons
China,1987,Crop production,Citrus,3224,1000 tons
China,1987,Crop production,Corn,79822,1000 tons
China,1987,Crop production,Cotton,4245,1000 tons
China,1987,Crop production,Dates,571,1000 tons
China,1987,Crop production,Early rice,47669,1000 tons
China,1987,Crop production,Fruit,16679,1000 tons
China,1987,Crop production,Grain,402977,1000 tons
China,1987,Crop production,Grapes,641,1000 tons
China,1987,Crop production,Late rice,47542,1000 tons
China,1987,Crop production,Middle rice,80436.17823,1000 tons
China,1987,Crop production,Millet,4357,1000 tons
China,1987,Crop production,Oil crops,15278,1000 tons
China,1987,Crop production,Peanuts,6171,1000 tons
China,1987,Crop production,Pears,2489,1000 tons
China,1987,Crop production,Pineapple,411,1000 tons
China,1987,Crop production,Rapeseed,6605,1000 tons
China,1987,Crop production,Rice,174262,1000 tons
China,1987,Crop production,Sesame seed,526,1000 tons
China,1987,Crop production,Sorghum,5426,1000 tons
China,1987,Crop production,Soybeans,12465,1000 tons
China,1987,Crop production,Sugar beets,8140,1000 tons
China,1987,Crop production,Sugar cane,47363,1000 tons
China,1987,Crop production,Sunflowerseed,1241,1000 tons
China,1987,Crop production,Tea,507,1000 tons
China,1987,Crop production,Tobacco,1943,1000 tons
China,1987,Crop production,Tubers,28205,1000 tons
China,1987,Crop production,Wheat ,87764.422,1000 tons
China,1987,Crop sown area,Apples,1440,1000 hectares
China,1987,Crop sown area,Bananas,152,1000 hectares
China,1987,Crop sown area,Citrus,863,1000 hectares
China,1987,Crop sown area,Corn,20193,1000 hectares
China,1987,Crop sown area,Cotton,4844.2,1000 hectares
China,1987,Crop sown area,Early rice,9369.73333333333,1000 hectares
China,1987,Crop sown area,Fiber crops,966.666666666667,1000 hectares
China,1987,Crop sown area,Fruit orchards,4508,1000 hectares
China,1987,Crop sown area,Grain,111268,1000 hectares
China,1987,Crop sown area,Grapes,142,1000 hectares
China,1987,Crop sown area,Late rice,9767.8,1000 hectares
China,1987,Crop sown area,Middle rice,10528.0666666667,1000 hectares
China,1987,Crop sown area,Millet,2688,1000 hectares
China,1987,Crop sown area,Oil crops,11180.4666666667,1000 hectares
China,1987,Crop sown area,Peanuts,3022.13333333333,1000 hectares
China,1987,Crop sown area,Pears,441,1000 hectares
China,1987,Crop sown area,Rapeseed,5267.4,1000 hectares
China,1987,Crop sown area,Rice,32193,1000 hectares
China,1987,Crop sown area,Sesame seed,869.4,1000 hectares
China,1987,Crop sown area,Sorghum,1864,1000 hectares
China,1987,Crop sown area,Soybeans,8411,1000 hectares
China,1987,Crop sown area,Sugar beets,497.733333333333,1000 hectares
China,1987,Crop sown area,Sugar cane,858.933333333333,1000 hectares
China,1987,Crop sown area,Sunflowerseed,887.066666666667,1000 hectares
China,1987,Crop sown area,Tea,809.266666666667,1000 hectares
China,1987,Crop sown area,Tobacco,1128.2,1000 hectares
China,1987,Crop sown area,Total sown area,144957,1000 hectares
China,1987,Crop sown area,Tubers,8868,1000 hectares
China,1987,Crop sown area,Vegetables,5572.33333333333,1000 hectares
China,1987,Crop sown area,Wheat ,28798,1000 hectares
China,1987,Government expenditures on agriculture,Ag production & operating expenses,13.416,Billion yuan
China,1987,Government expenditures on agriculture,Capital construction,4.681,Billion yuan
China,1987,Government expenditures on agriculture,Rural relief funds,1.247,Billion yuan
China,1987,Government expenditures on agriculture,Science & technology promotion & trials,0.228,Billion yuan
China,1987,Government expenditures on agriculture,Total government expenditures for agriculture,19.572,Billion yuan
China,1987,Industrial output of selected products,Beer,540,10000 Kiloliters
